X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
-79.502986,43.601245,7548473,1344412,2012,2012-10-12T04:00:00.000Z,1415,14,FIFTH Stre,LAKE SHORE Boul W, ,Major Arterial,Etobicoke York,3,0,0,22,0,0,43.601245,-79.502986,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,East,Bicycle,Going Ahead, , , , , ,Insufficient information (to determine cyclist crash type).,Other,Unknown, ,Yes,Yes, , , , , , , , , , ,18,New Toronto (18),288
-79.35989,43.675945,7397979,1287004,2012,2012-01-26T05:00:00.000Z,1417,14,DANFORTH AVE,ROYAL DR, ,Major Arterial,Toronto and East York,14,0,0,"54,55",55,54,43.675945,-79.35989,Mid-Block, ,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , , , , , ,68,North Riverdale (68),289
-79.35989,43.675945,7397980,1287004,2012,2012-01-26T05:00:00.000Z,1417,14,DANFORTH AVE,ROYAL DR, ,Major Arterial,Toronto and East York,14,0,0,"54,55",55,54,43.675945,-79.35989,Mid-Block, ,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,68,North Riverdale (68),290
-79.35989,43.675945,7397981,1287004,2012,2012-01-26T05:00:00.000Z,1417,14,DANFORTH AVE,ROYAL DR, ,Major Arterial,Toronto and East York,14,0,0,"54,55",55,54,43.675945,-79.35989,Mid-Block, ,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,East,Bicycle,Changing Lanes, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Following too Close,Normal, ,Yes,Yes, , , , , , , , , , ,68,North Riverdale (68),291
-79.37709,43.656445,6177151,1183681,2010,2010-07-06T04:00:00.000Z,1420,14,DUNDAS St E,CHURCH St, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.656445,-79.37709,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,East,"Automobile, Station Wagon",Turning Right,Improper Turn,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,75,Church-Yonge Corridor (75),292
-79.37709,43.656445,6177152,1183681,2010,2010-07-06T04:00:00.000Z,1420,14,DUNDAS St E,CHURCH St, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.656445,-79.37709,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,East,Bicycle,Going Ahead, , , , , ,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,75,Church-Yonge Corridor (75),293
-79.401637,43.641295,80239901,5000891503,2015,2015-05-28T04:00:00.000Z,1420,14,BATHURST ST,FRONT ST W,25 m South of,Major Arterial,Toronto and East York,10,0,0,14,0,0,43.641295,-79.401637,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,North,Bicycle,Going Ahead, , , , , ,Insufficient information (to determine cyclist crash type).,Other,Had Been Drinking, ,Yes,Yes, , , , , , , , , , ,77,Waterfront Communities-The Island (77),294
-79.401637,43.641295,80239902,5000891503,2015,2015-05-28T04:00:00.000Z,1420,14,BATHURST ST,FRONT ST W,25 m South of,Major Arterial,Toronto and East York,10,0,0,14,0,0,43.641295,-79.401637,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,77,Waterfront Communities-The Island (77),295
-79.384326,43.786685,80632023,5000992370,2015,2015-06-13T04:00:00.000Z,1423,14,FINCH AVE E,PAGE AVE, ,Major Arterial,North York,17,0,0,33,0,0,43.786685,-79.384326,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,85 to 89,None,0,North,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,52,Bayview Village (52),296
-79.384326,43.786685,80632024,5000992370,2015,2015-06-13T04:00:00.000Z,1423,14,FINCH AVE E,PAGE AVE, ,Major Arterial,North York,17,0,0,33,0,0,43.786685,-79.384326,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,East,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal, ,Yes,Yes, , , , ,Yes, ,Yes, , , ,52,Bayview Village (52),297
-79.384326,43.786685,80632025,5000992370,2015,2015-06-13T04:00:00.000Z,1423,14,FINCH AVE E,PAGE AVE, ,Major Arterial,North York,17,0,0,33,0,0,43.786685,-79.384326,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,80 to 84,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,52,Bayview Village (52),298
-79.35819,43.701845,5410999,1060815,2008,2008-08-23T04:00:00.000Z,1425,14,MILLWOOD Rd,REDWAY Rd, ,Major Arterial,North York,15,0,0,53,0,0,43.701845,-79.35819,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,56,Leaside-Bennington (56),299
-79.35819,43.701845,5411000,1060815,2008,2008-08-23T04:00:00.000Z,1425,14,MILLWOOD Rd,REDWAY Rd, ,Major Arterial,North York,15,0,0,53,0,0,43.701845,-79.35819,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,South,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Disobeyed Traffic Control,Normal, ,Yes,Yes, , , , , , , , , , ,56,Leaside-Bennington (56),300
-79.27169,43.785245,7830521,1361387,2013,2013-05-05T04:00:00.000Z,1425,14,8 GARDEN PARK AVE, , ,Local,Scarborough,23,0,0,42,0,0,43.785245,-79.27169,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,65 to 69,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,128,Agincourt South-Malvern West (128),301
-79.27169,43.785245,7830522,1361387,2013,2013-05-05T04:00:00.000Z,1425,14,8 GARDEN PARK AVE, , ,Local,Scarborough,23,0,0,42,0,0,43.785245,-79.27169,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,5 to 9,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist rode off sidewalk into road at midblock.,Failed to Yield Right of Way,Inattentive, ,Yes,Yes, , , , , , , , , , ,128,Agincourt South-Malvern West (128),302
-79.418292,43.649844,7409450,1291846,2012,2012-03-28T04:00:00.000Z,952,9,DUNDAS Stre W,SHAW Stre, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.649844,-79.418292,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,Unknown,"Automobile, Station Wagon",Unknown,Other,Unknown, , , , , , , ,Yes,Yes, , , , , , , , , , ,81,Trinity-Bellwoods (81),303
-79.418292,43.649844,7409451,1291846,2012,2012-03-28T04:00:00.000Z,952,9,DUNDAS Stre W,SHAW Stre, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.649844,-79.418292,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,East,Bicycle,Going Ahead, , , , , ,Insufficient information (to determine cyclist crash type).,Other,Unknown, ,Yes,Yes, , , , , , , , , , ,81,Trinity-Bellwoods (81),304
-79.409953,43.665316,80785473,6002164193,2016,2016-12-06T05:00:00.000Z,1535,15,BLOOR ST W,ALBANY AVE, ,Major Arterial,Toronto and East York,11,0,0,14,0,0,43.665316,-79.409953,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,0,West,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,79,University (79),305
-79.37899,43.651645,6723380,1276528,2011,2011-11-25T05:00:00.000Z,958,9,RICHMOND Stre E,YONGE Stre, ,Major Arterial,Toronto and East York,13,0,0,"51,52",52,51,43.651645,-79.37899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, ,Yes, , , , , , , , ,76,Bay Street Corridor (76),306
-79.37899,43.651645,6723381,1276528,2011,2011-11-25T05:00:00.000Z,958,9,RICHMOND Stre E,YONGE Stre, ,Major Arterial,Toronto and East York,13,0,0,"51,52",52,51,43.651645,-79.37899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,35 to 39,None,0,West,Truck - Open,Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, ,Yes, , , , , , , , ,76,Bay Street Corridor (76),307
-79.37899,43.651645,6723382,1276528,2011,2011-11-25T05:00:00.000Z,958,9,RICHMOND Stre E,YONGE Stre, ,Major Arterial,Toronto and East York,13,0,0,"51,52",52,51,43.651645,-79.37899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, ,Yes, , , , , , , , ,76,Bay Street Corridor (76),308
-79.37899,43.651645,6723383,1276528,2011,2011-11-25T05:00:00.000Z,958,9,RICHMOND Stre E,YONGE Stre, ,Major Arterial,Toronto and East York,13,0,0,"51,52",52,51,43.651645,-79.37899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, ,Yes, , , , , , , , ,76,Bay Street Corridor (76),309
-79.37899,43.651645,6723384,1276528,2011,2011-11-25T05:00:00.000Z,958,9,RICHMOND Stre E,YONGE Stre, ,Major Arterial,Toronto and East York,13,0,0,"51,52",52,51,43.651645,-79.37899,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Passing,Unknown, ,Yes,Yes, ,Yes, , , , , , , , ,76,Bay Street Corridor (76),310
-79.41709,43.646945,7441269,1305388,2012,2012-06-04T04:00:00.000Z,1000,10,LOBB AVE,SHAW ST, ,Collector,Toronto and East York,10,0,0,14,0,0,43.646945,-79.41709,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,81,Trinity-Bellwoods (81),311
-79.41709,43.646945,7441270,1305388,2012,2012-06-04T04:00:00.000Z,1000,10,LOBB AVE,SHAW ST, ,Collector,Toronto and East York,10,0,0,14,0,0,43.646945,-79.41709,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,East,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,81,Trinity-Bellwoods (81),312
-79.274318,43.81272,80775127,7000451642,2017,2017-03-13T04:00:00.000Z,1006,10,BRIMWOOD BLVD,WELLPARK BLVD,4 m East of,Collector,Scarborough,23,0,0,42,0,0,43.81272,-79.274318,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,70 to 74,Major,0,South,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Failed to Yield Right of Way,Inattentive, ,Yes,Yes, , , , , , , , , , ,129,Agincourt North (129),313
-79.274318,43.81272,80775128,7000451642,2017,2017-03-13T04:00:00.000Z,1006,10,BRIMWOOD BLVD,WELLPARK BLVD,4 m East of,Collector,Scarborough,23,0,0,42,0,0,43.81272,-79.274318,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,129,Agincourt North (129),314
-79.40209,43.663045,5860380,1121120,2009,2009-07-17T04:00:00.000Z,1009,10,HARBORD ST,SPADINA AVE, ,Major Arterial,Toronto and East York,11,0,0,"14,52",52,14,43.663045,-79.40209,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,0,East,"Automobile, Station Wagon",Turning Right,Improper Turn,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,79,University (79),315
-79.40209,43.663045,5860381,1121120,2009,2009-07-17T04:00:00.000Z,1009,10,HARBORD ST,SPADINA AVE, ,Major Arterial,Toronto and East York,11,0,0,"14,52",52,14,43.663045,-79.40209,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Going Ahead, , , , , ,Motorist turning right on red at signalized intersection strikes cyclist.,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,79,University (79),316
-79.307918,43.673918,80159363,4002018320,2014,2014-05-05T04:00:00.000Z,1009,10,WOODBINE AVE,KINGSTON RD, ,Major Arterial,Toronto and East York,19,0,0,55,0,0,43.673918,-79.307918,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,North,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , ,Yes, ,Yes, , , ,63,The Beaches (63),317
-79.307918,43.673918,80159364,4002018320,2014,2014-05-05T04:00:00.000Z,1009,10,WOODBINE AVE,KINGSTON RD, ,Major Arterial,Toronto and East York,19,0,0,55,0,0,43.673918,-79.307918,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,63,The Beaches (63),318
-79.307918,43.673918,80159365,4002018320,2014,2014-05-05T04:00:00.000Z,1009,10,WOODBINE AVE,KINGSTON RD, ,Major Arterial,Toronto and East York,19,0,0,55,0,0,43.673918,-79.307918,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,63,The Beaches (63),319
-79.37809,43.658745,5302050,1132051,2009,2009-09-24T04:00:00.000Z,1010,10,CHURCH ST,GOULD ST, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.658745,-79.37809,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,South,"Automobile, Station Wagon",Parked,Other,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,75,Church-Yonge Corridor (75),320
-79.37809,43.658745,5302051,1132051,2009,2009-09-24T04:00:00.000Z,1010,10,CHURCH ST,GOULD ST, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.658745,-79.37809,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,0,South,Bicycle,Slowing or Stopping, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,75,Church-Yonge Corridor (75),321
-79.31689,43.821345,7448107,1308128,2012,2012-07-06T04:00:00.000Z,1010,10,STEELES AVE E,BIRCHMOUNT RD, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,116,Steeles (116),322
-79.31689,43.821345,7448108,1308128,2012,2012-07-06T04:00:00.000Z,1010,10,STEELES AVE E,BIRCHMOUNT RD, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,116,Steeles (116),323
-79.31689,43.821345,7448109,1308128,2012,2012-07-06T04:00:00.000Z,1010,10,STEELES AVE E,BIRCHMOUNT RD, ,Major Arterial,Scarborough,22,0,0,42,0,0,43.821345,-79.31689,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,75 to 79,Major,0,West,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,116,Steeles (116),324
-79.300121,43.683879,80894961,7001528499,2017,2017-08-23T04:00:00.000Z,1010,10,MAIN ST,GERRARD  ST E, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.683879,-79.300121,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,62,East End-Danforth (62),325
-79.300121,43.683879,80894962,7001528499,2017,2017-08-23T04:00:00.000Z,1010,10,MAIN ST,GERRARD  ST E, ,Minor Arterial,Toronto and East York,19,0,0,55,0,0,43.683879,-79.300121,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,62,East End-Danforth (62),326
-79.41339,43.650845,7433404,1302130,2012,2012-05-10T04:00:00.000Z,1015,10,DUNDAS ST W,GORE VALE AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.650845,-79.41339,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,81,Trinity-Bellwoods (81),327
-79.41339,43.650845,7433405,1302130,2012,2012-05-10T04:00:00.000Z,1015,10,DUNDAS ST W,GORE VALE AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.650845,-79.41339,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,East,"Automobile, Station Wagon",Going Ahead,Improper Passing,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,81,Trinity-Bellwoods (81),328
-79.41339,43.650845,7433406,1302130,2012,2012-05-10T04:00:00.000Z,1015,10,DUNDAS ST W,GORE VALE AVE, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.650845,-79.41339,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,81,Trinity-Bellwoods (81),329
-79.442912,43.635951,7888883,1386246,2013,2013-06-23T04:00:00.000Z,1015,10,1491 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,14,0,0,43.635951,-79.442912,Mid-Block,Non Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,0,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,85,South Parkdale (85),330
-79.442912,43.635951,7888884,1386246,2013,2013-06-23T04:00:00.000Z,1015,10,1491 LAKE SHORE BLVD W, , ,Major Arterial,Toronto and East York,4,0,0,14,0,0,43.635951,-79.442912,Mid-Block,Non Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,West,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,85,South Parkdale (85),331
-79.432582,43.674498,7893578,1387944,2013,2013-10-09T04:00:00.000Z,1018,10,DAVENPORT RD,MOUNT ROYAL AVE, ,Minor Arterial,Toronto and East York,9,0,0,13,0,0,43.674498,-79.432582,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, , , , , , , , , , , , ,Yes,Yes, , , , , , , , , , ,94,Wychwood (94),332
-79.432582,43.674498,7893579,1387944,2013,2013-10-09T04:00:00.000Z,1018,10,DAVENPORT RD,MOUNT ROYAL AVE, ,Minor Arterial,Toronto and East York,9,0,0,13,0,0,43.674498,-79.432582,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,West,Delivery Van,Turning Right,Improper Turn,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,94,Wychwood (94),333
-79.432582,43.674498,7893580,1387944,2013,2013-10-09T04:00:00.000Z,1018,10,DAVENPORT RD,MOUNT ROYAL AVE, ,Minor Arterial,Toronto and East York,9,0,0,13,0,0,43.674498,-79.432582,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,West,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,94,Wychwood (94),334
-79.31739,43.696445,6176857,1183570,2010,2010-07-05T04:00:00.000Z,1019,10,COSBURN Ave,WOODBINE Ave, ,Major Arterial,Toronto and East York,19,0,0,54,0,0,43.696445,-79.31739,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,60,Woodbine-Lumsden (60),335
-79.31739,43.696445,6176858,1183570,2010,2010-07-05T04:00:00.000Z,1019,10,COSBURN Ave,WOODBINE Ave, ,Major Arterial,Toronto and East York,19,0,0,54,0,0,43.696445,-79.31739,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,East,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Improper Turn,Inattentive, ,Yes,Yes, , , , , , , , , , ,60,Woodbine-Lumsden (60),336
-79.37829,43.666245,6636567,1237364,2011,2011-04-05T04:00:00.000Z,1020,10,JARVIS ST,WELLESLEY ST E, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.666245,-79.37829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,65 to 69,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,71,Cabbagetown-South St.James Town (71),337
-79.37829,43.666245,6636568,1237364,2011,2011-04-05T04:00:00.000Z,1020,10,JARVIS ST,WELLESLEY ST E, ,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.666245,-79.37829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,0,South,Bicycle,Overtaking, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Passing,Normal, ,Yes,Yes, , , , , , , , , , ,71,Cabbagetown-South St.James Town (71),338
-79.39319,43.658445,5279428,1122151,2009,2009-09-01T04:00:00.000Z,1024,10,MC CAUL St,ORDE St, ,Collector,Toronto and East York,11,0,0,52,0,0,43.658445,-79.39319,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,None,0,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),339
-79.39319,43.658445,5279429,1122151,2009,2009-09-01T04:00:00.000Z,1024,10,MC CAUL St,ORDE St, ,Collector,Toronto and East York,11,0,0,52,0,0,43.658445,-79.39319,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,65 to 69,None,0,North,"Automobile, Station Wagon",Parked,Other,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),340
-79.39319,43.658445,5279430,1122151,2009,2009-09-01T04:00:00.000Z,1024,10,MC CAUL St,ORDE St, ,Collector,Toronto and East York,11,0,0,52,0,0,43.658445,-79.39319,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,North,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),341
